row_number(),Pests,Pests_Key,Pests_Sub_Key,Sci_Name,Res_MOA_Group
2678,SHEPHERDS PURSE (UP TO 20 CM),SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
2679,"ANNUAL SMARTWEED (GREEN SMARTWEED, LADY?S THUMB)",SMARTWEED,ANNUAL SMARTWEED,PERSICARIA PENSYLVANICA,
2680,CLEAVERS 2 (WHORLS),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
2681,POTATOE VINES,POTATO,POTATO,SOLANUM TUBEROSUM,
2682,CLEAVERS GALIUM APARINE,CLEAVERS,CLEAVERS,GALIUM APARINE L.,
2683,HARVEST MANAGEMENT,NA,NA,,
2684,NIGHT- FLOWERING CATCHFY,NIGHT FLOWERING CATCHFLY,NIGHT FLOWERING CATCHFLY,SILENE NOCTIFLORA,
2685,NON - ROUNDUP READY CANOLA POLLEN PARENTAL LINE(S),CANOLA,CANOLA,BRASSICA NAPUS,
2686,NON- ROUNDUP READY VOLUNTEER CANOLA (RAPESEED),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2687,PINE PINUS SPP.,PINE,PINE,PINUS SPP.,
2688,POPLAR POPULUS SPP.,POPLAR,POPLAR,POPULUS SPP.,
2689,PRICKLY LETTUCE (LACTUCA,LETTUCE,PRICKLY LETTUCE,LACTUCA SERRIOLA,
2690,CANADA THISTLE (NO LARGER THAN 15 CM TALL),THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
2691,"BARNYARD GRASS (1 TO 6 LEAVES, UP TO EMERGENCE OF THE 3RD TILLER)",BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
2692,CANARY SEED,CANARY SEED,CANARY SEED,PHALARIS CANARIENSIS,
2693,CLEAVERS (1 TO 6 WHORLS),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
2694,"GREEN FOXTAIL (1 TO 6 LEAVES, UP TO EMERGENCE OF THE 3RD TILLER)",FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
2695,HEMP-NETTLE (1 TO 6-LEAF STAGE),HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
2696,JAPANESE BROME (1 TO 6-LEAF STAGE) SPRING GERMINATED,BROME,JAPANESE BROME,BROMUS JAPONICUS THUNB. EX MURR,
2697,LAMB?S QUARTERS (1 TO 6-LEAF STAGE),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
2698,OVERWINTERED JAPANESE BROME (1 TO 6-LEAF STAGE),BROME,JAPANESE BROME,BROMUS JAPONICUS THUNB. EX MURR,
2699,PALE SMARTWEED (1 TO 6-LEAF STAGE),SMARTWEED,PALE SMARTWEED,PERSICARIA LAPATHIFOLIA,2
2700,"PERSIAN DARNEL (1 TO 6 LEAVES, UP TO EMERGENCE OF THE 3RD TILLER)",DARNEL,PERSIAN DARNEL,LOLIUM PERSICUM,1
2701,REDROOT PIGWEED (1 TO 6-LEAF STAGE),AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
2702,ROUND-LEAVED MALLOW (1 TO 6-LEAF STAGE),MALLOW,ROUND LEAVED MALLOW,MALVA PUSILLA,
2703,RUSSIAN THISTLE (1 TO 6-LEAF STAGE UP TO 10CM TALL),RUSSIAN THISTLE,RUSSIAN THISTLE,KALI TRAGUS,2
2704,SHEPHERD?S-PURSE  (1 TO 6-LEAF STAGE),SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
2705,STINKWEED (1 TO 6-LEAF STAGE),FIELD PENNYCRESS,STINKWEED,THLASPI ARVENSE,2
2706,VOLUNTEER CANOLA (NON ALS-TOLERANT) (1 TO 6-LEAF STAGE),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2707,WILD BUCKWHEAT (1 TO 6-LEAF STAGE),BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
2708,WILD MUSTARD (1 TO 6-LEAF STAGE),WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
2709,"WILD OATS (1 TO 6 LEAVES, UP TO EMERGENCE OF THE 3RD TILLER)",OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
2710,"YELLOW FOXTAIL (1 TO 6 LEAVES, UP TO EMERGENCE OF THE 3RD TILLER)",FOXTAIL,YELLOW FOXTAIL,SETARIA PUMILA,5
2711,NARROW LEAVED HAWK`S-BEARD,HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
2712,SHEPHERD`S PURSE,SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
2713,SMOOTH,SMOOTH BEDSTRAW,SMOOTH BEDSTRAW,GALLUM MOLLUGO L.,
2714,"CANOLA, VOLUNTEER (INCLUDING HERBICIDE-TOLERANT CANOLA VARIETIES EXCEPT CLEARFIELD CANOLA)",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2715,DOWNEY BROME,BROME,DOWNEY BROME,BROMUS TECTORUM,9
2716,VOLUNTEER CANOLA (INCLUDING ALL HERBICIDE TOLERANT CANOLA VARIETIES),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2717,CANADA THISTLE (MEDIUM TO HIGH INFESTATIONS),THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
2718,COMMON CHICKWEED (BIOTYPES RESISTANT TO GROUP 2 HERBICIDES THAT INHIBIT THE ALS ENZYME),CHICKWEED,COMMON CHICKWEED,STELLARIA MEDIA,2
2719,COMMON CHICKWEED (UP TO 6 CM),CHICKWEED,COMMON CHICKWEED,STELLARIA MEDIA,2
2720,DANDELION (SPRING ROSETTES ONLY),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
2721,RED-ROOT PIGWEED,AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
2722,"BUCKWHEAT, WILD (1-8 LEAF)",BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
2723,BUCKWHEAT,BUCKWHEAT,BUCKWHEAT,FAGOPYRUM ESCULENTUM,
2724,SMART WEED,SMARTWEED,SMARTWEED,PERSICARIA SPP.,
2725,VOLUNTEER CLOVERS,CLOVER,VOLUNTEER CLOVER,TRIFOLIUM SPP.,
2726,TRIAZINE RESISTANT LAMBS QUARTERS,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
2727,CHICKWEED(UP TO 8 LEAVES),CHICKWEED,CHICKWEED,STELLARIA MEDIA,2
2728,CLEAVERS (SEEDLINGS AND OVERWINTERED PLANTS UP TO BUD STAGE AND 25 CM IN SIZE),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
2729,COWCOCKLE (UP TO THE 8-LEAF STAGE AND 15 CM IN HEIGHT),COW COCKLE,COW COCKLE,VACCARIA HISPANICA,2
2730,DANDELION (SEEDLINGS AND OVERWINTERED ROSETTES UP TO 15 CM IN SIZE),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
2731,"FLEABANE, CANADA (UP TO8-LEAF STAGE AND <10 CM IN HEIGHT)",FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
2732,FLIXWEED (SEEDLINGS AND OVERWINTERED PLANTS UP TO EARLY STEM EXTENSION AND 10 CM IN HEIGHT),FLIXWEED,FLIXWEED,DESCURANIA SOPHIA,
2733,"LAMBS-QUARTERS, COMMON (UP TO 7.5 CM IN HEIGHT)",LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
2734,"RAGWEED, COMMON (UP TO 6-LEAF STAGE)",RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
2735,STINKWEED (SEEDLING AND OVERWINTERED PLANTS UP TO FLOWER INITIATION),FIELD PENNYCRESS,STINKWEED,THLASPI ARVENSE,2
2736,STORKS BILL (UP TO THE 8-LEAF STAGE),STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
2737,"WATERHEMP, TALL (UP TO 5 CM IN HEIGHT)",AMARANTH,TALL WATERHEMP,AMARANTHUS TUBERCULATUS,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
2738,CRABGRASS (LARGE AND SMOOTH),CRABGRASS,CRABGRASS,DIGITARIA SPP.,
2739,LAMB'S-QUARTERS (INCLUDES TRIAZINE-RESISTANT BIOTYPES),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
2740,LAMB'S-QUARTERS INCLUDES TRIAZINE-RESISTANT BIOTYPES,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
2741,LAMBS-QUARTERS INCLUDES TRIAZINE-RESISTANT BIOTYPES,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
2742,REDROOT PIGWEED INCLUDES TRIAZINE-RESISTANT BIOTYPES,AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
2743,CANADA FLEABANE (INCLUDES GLYPHOSATE RESISTANT BIOTYPE),FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
2744,DANDELION (SPRING SEEDLINGS AND SEASON LONG SUPPRESSION),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
2745,VOLUNTEER CANOLA (INCLUDING GLYPHOSATE TOLERANT BIOTYPES),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2746,CRABGRASS LARGE,CRABGRASS,LARGE CRABGRASS,DIGITARIA SANGUINALIS,
2747,RYEGRASS (ITALIAN),RYE GRASS,ITALIAN RYE GRASS,LOLIUM MULTIFLORUM,
2748,YELLOWCRESS,YELLOWCRESS,YELLOWCRESS,RORIPPA SPP.,
2749,"CANOLA, VOLUNTEER (1-6 LEAF)",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2750,CLEAVERS UP TO 6 WHORL,CLEAVERS,CLEAVERS,GALIUM APARINE L.,
2751,COMMON CHICKWEED UP TO 10 CM,CHICKWEED,COMMON CHICKWEED,STELLARIA MEDIA,2
2752,GREEN FOXTAIL 1-5 LEAF,FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
2753,HEMP NETTLE (1-8 LEAF),HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
2754,"SMARTWEED (LADY?S-THUMB, 1-5 LEAF)",SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
2755,VOLUNTEER CANOLA (NON- IMIDAZOLINONE-TOLERANT VARIETIES),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2756,VOLUNTEER WHEAT (NON- IMIDAZOLINONE-TOLERANT VARIETIES),WHEAT,VOLUNTEER WHEAT,TRITICUM SPP.,
2757,SILVERY THREAD MOSS (BRYUM ARGENTEUM),MOSS,SILVERY THREAD MOSS,BRYUM ARGENTEUM,
2758,KENTUCKY,BLUEGRASS,KENTUCKY BLUEGRASS,POA PRATENSIS,
2759,COMMON REED (PHRAGMITES AUSTRALIS),REED,COMMON REED,PHRAGMITES AUSTRALIS,
2760,GIANT HOGWEED (HERACLEUM MANTEGAZZIANUM),GIANT HOGWEED,GIANT HOGWEED,HERACLEUM MANTEGAZZIANUM,
2761,RAGWEED (AMBROSIA ARTEMISIIFOLIA),RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
2762,RED CEDAR,CEDAR,RED CEDAR,THUJA PLICATA,
2763,SSPRUCE,SPRUCE,SPRUCE,PICEA SPP.,
2764,COW COCKLE (2-4 LEAF STAGE),COW COCKLE,COW COCKLE,VACCARIA HISPANICA,2
2765,DANDELION (UP TO 6 LEAF STAGE),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
2766,NARROW-LEAVED HAWKS BEARD (2-4 LEAF STAGE),HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
2767,VOLUNTEER GLYPHOSATE TOLERANT CANOLA,CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2768,WILD BUCKWHEAT (UP TO 5 LEAF),BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
2769,SHRUBBY CINQUEFOIL,CINQUEFOIL,SHRUBBY CINQUEFOIL,POTENTILLA FRUTICOSA,
2770,SILVERBERRY (WOLF WILLOW),SILVERBERRY,WOLF WILLOW,ELAEAGNUS COMMUTATA,
2771,KOCHIA (NON ALS RESISTANT BIOTYPES),KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
2772,OXEYE DAISY (PRE-BUD),OXEYE DAISY,OXEYE DAISY,CHRYSANTHEMUM LEUCANTHEMUM,
2773,JAPANESE HAWKWEED,JAPANESE HAWKWEED,JAPANESE HAWKWEED,YOUNGIA JAPONICA,
2774,BEAN (LUPINUS SPP.),BEAN,BEAN,LUPINUS SPP.,
2775,BEANS,BEAN,BEAN,LUPINUS SPP.,
2776,"LEGUMES (ALFALFA, BIRDSFOOT TREFOIL, RED CLOVER AND WHITE CLOVER) SEED CROPS",LEGUMES,LEGUMES,,
2777,PIGEON PEA,PIGEON PEA,PIGEON PEA,CAJANUS CAJAN,
2778,SMALL WEEDS (3-5 CM HIGH),WEEDS,WEEDS,,
2779,ADZUKI BEAN,ADZUKI BEAN,ADZUKI BEAN,VIGNA ANGULARIS,
2780,BLACKEYED PEA,BLACKEYED PEA,BLACKEYED PEA,VIGNA UNGUICULATA L.,
2781,CATJANG,CATJANG,CATJANG,VIGNA UNGUICULATA CYLINDRICA,
2782,COWPEA,COWPEA,COWPEA,VIGNA UNGUICULATA,
2783,CROWDER PEA,COWPEA,CROWDER PEA,VIGNA UNGUICULATA,
2784,FIELD BEAN,FIELD BEAN,FIELD BEAN,VICIA FABA,
2785,GRAIN LUPIN,LUPIN,GRAIN LUPIN,LUPINUS SPP.,
2786,GUAR,GUAR,GUAR,CYAMOPSIS TETRAGONOLOBUS,
2787,KIDNEY BEAN (RED),COMMON BEAN,RED KIDNEY BEAN,PHASEOLUS VULGARIS,
2788,KIDNEY BEAN (WHITE),COMMON BEAN,WHITE KIDNEY BEAN,PHASEOLUS VULGARIS,
2789,LABLAB BEAN,LABLAB BEAN,LABLAB BEAN,LABLAB PURPUREUS,
2790,LIMA BEAN (DRY),COMMON BEAN,LIMA BEAN,PHASEOLUS LUNATUS,
2791,MOTH BEAN,MOTH BEAN,MOTH BEAN,VIGNA ACONITIFOLIA,
2792,MUNG BEAN,MUNG BEAN,MUNG BEAN,VIGNA RADIATA,
2793,NAVY BEAN,COMMON BEAN,NAVY BEAN,PHASEOLUS VULGARIS,
2794,PINTO BEAN,COMMON BEAN,PINTO BEAN,PHASEOLUS VULGARIS,
2795,RICE BEAN,RICE BEAN,RICE BEAN,VIGNA UMBELLATA,
2796,SOUTHERN PEA,COWPEA,SOUTHERN PEA,VIGNA UNGUICULATA,
2797,SWEET LUPIN,LUPIN,SWEET LUPIN,LUPINUS SPP.,
2798,TEPARY BEAN,COMMON BEAN,TEPARY BEAN,PHASEOLUS ACUTIFOLIUS,
2799,URD BEAN,URD BEAN,URD BEAN,VIGNA MUNGO,
2800,WHITE LUPIN,LUPIN,WHITE LUPIN,LUPINUS ALBUS,
2801,WHITE SWEET LUPIN,LUPIN,WHITE LUPIN,LUPINUS ALBUS,
2802,SALAL,SALAL,SALAL,GAULTHERIA SHALLON,
2803,BURDOCK (<4 LEAF),BURDOCK,BURDOCK,ARCTIUM LAPPA,
2804,CURLED DOCK (< 4 LEAF),SORREL,CURLED DOCK,RUMEX CRISPUS,
2805,KNOTWEED (<4 LEAF),KNOTWEED,KNOTWEED,REYNOUTRIA SPP.,
2806,MUSK/NODDING THISTLE,MUSK THISTLE,MUSK OR NODDING THISTLE,CARDUUS NUTANS,
2807,SMARTWEED (PENNSYLVANIA),SMARTWEED,PENNSYLVANIA SMARTWEED,PERSICARIA PENSYLVANICA,
2808,YELLOW ROCKET (< 4 LEAF),YELLOW ROCKET,YELLOW ROCKET,BARBAREA VULGARIS,
2809,"CANADA WATER WEED (ELODEA, ANACHARIS SPP.)",CANADIAN WATERWEED,CANADIAN WATERWEED,ELODEA CANADENSIS,
2810,CLADOPHORA,ALGAE,GREEN ALGAE,CLADOPHORA,
2811,COONTAIL (CERATOPHYLLUM SPP.),COONTAIL,COONTAIL,CERATOPHYLLUM SPP.,
2812,DUCKWEED (LEMNA SPP.),DUCKWEED,DUCKWEED,LEMNA SPP.,
2813,PITHOPHORA SPP.,ALGAE,GREEN ALGAE,PITHOPHORA SPP.,
2814,PONDWEEDS (POTAMOGETON SPP.),PONDWEED,PONDWEED,POTAMOGETON SPP.,
2815,SPIROGYRA,ALGAE,GREEN ALGAE,SPIROGYRA SPP.,
2816,WATER CHESTNUT (TRAPA NATANS L.),WATER CHESTNUT,WATER CHESTNUT,TRAPA NATANS,
2817,WATER MILFOIL (MYRIOPHYLLUM SPP.),WATER MILFOIL,WATER MILFOIL,MYRIOPHYLLUM SPP.,
2818,WATER WEEDS,WATER WEEDS,WATER WEEDS,ELODEA CANADENSIS,
2819,WATERLILIES,WATERLILIES,WATERLILIES,NYMPHAEACEAE SPP.,
2820,CLEAVERS (1 TO 9 WHORL) INCLUDING GROUP 2 RESISTANT BIOTYPES,CLEAVERS,CLEAVERS,GALIUM APARINE L.,
2821,"FLEABANE, CANADA (UP TO 15 CM IN HEIGHT)  INCLUDING GROUP 2 AND 9 RESISTANT BIOTYPES",FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
2822,HEMP NETTLE INCLUDING GROUP 2 RESISTANT BIOTYPES,HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
2823,HENBIT ( UP TO BUD STAGE AND 15 CM IN HEIGHT),HENBIT,HENBIT,LAMIUM AMPLEXICAULE,
2824,KOCHIA LIGHT TO MODERATE INFESTATIONS (UP TO 150 PLANTS/M3,KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
2825, UP TO 15CM IN HEIGHT) / INCLUDING GROUP 2 RESISTANT BIOTYPES,NA,NA,,
2826,LAMBS-QUARTERS INCLUDING GROUP 2 RESISTANT BIOTYPES,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
2827,"NIGHT FLOWERING CATCHFLY (UP TO BOLTING STAGE, NIGHT FLOWERING CATCHFLY (UP TO BOLTING STAGE,)",NIGHT FLOWERING CATCHFLY,NIGHT FLOWERING CATCHFLY,SILENE NOCTIFLORA,
2828,"PIGWEED, RED-ROOT INCLUDING GROUP 2 RESISTANT BIOTYPES",AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
2829,"RAGWEED, COMMON (UP TO 6-LEAF STAGE)  INCLUDING GROUP 2 AND 9 RESISTANT BIOTYPES",RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
2830,"WHITE COCKLE (UP TO THE BUD STAGE, LESS THAN 15 CM IN HEIGHT",WHITE COCKLE,WHITE COCKLE,SILENE LATIFOLIA,
2831,AMERCIAN DRAGONHEAD (UP TO BUD STAGE AND 15 CM IN HEIGHT),AMERICAN DRAGONHEAD,AMERICAN DRAGONHEAD,DRACOCEPHALUM PARVIFLORUM,
2832,"BARNYARD GRASS 1 TO 6-LEAF, PRIOR TO 4TH TILLER",BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
2833,"CANARY SEED, VOLUNTEER, 1 TO 6-LEAF, PRIOR TO 4TH TILLER",CANARY SEED,VOLUNTEER CANARY SEED,PHALARIS CANARIENSIS,
2834,"FLEABANE, CANADA (UP TO 15 CM IN HEIGHT)",FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
2835,GIANT RAGWEED (UP TO THE 8-LEAF STAGE),RAGWEED,GIANT RAGWEED,AMBROSIA TRIFIDA,"9,2+9"
2836,"GREEN FOXTAIL, 1 TO 6-LEAF, PRIOR TO 4TH TILLER",FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
2837,"NIGHTSHADE SPECIES, (INCLUDING EASTERN BLACK, HAIRY AND CUTLEAF, UP TO THE 6-LEAF STAGE)",NIGHTSHADE,NIGHTSHADE,SOLANUM SPP.,
2838,"OATS, VOLUNTEER, 1 TO 6-LEAF, PRIOR TO 4TH TILLER",OAT,VOLUNTEER OAT,AVENA SATIVA,
2839,"PROSO MILLET, 1 TO 6-LEAF, PRIOR TO 4TH TILLER",PROSO MILLET,PROSO MILLET,PANICUM MILIACEUM,
2840,"THISTLE, RUSSIAN (1-8 LEAF STAGE)",RUSSIAN THISTLE,RUSSIAN THISTLE,KALI TRAGUS,2
2841,"WILD OATS, 1 TO 6-LEAF, PRIOR TO 4TH TILLER",OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
2842,"YELLOW FOXTAIL, 1 TO 6-LEAF, PRIOR TO 4TH TILLER",FOXTAIL,YELLOW FOXTAIL,SETARIA PUMILA,5
2843,WILD MILLET (GREEN. AND YELLOW FOXTAIL),FOXTAIL,GREEN AND YELLOW FOXTAIL,SETARIA SPP.,
2844,MAPLE (ACER,MAPLE,MAPLE,ACER SPP.,
2845,GIANT FOXTAIL (SETARIA FABERI),FOXTAIL,GIANT FOXTAIL,SETARIA FABERI,2
2846,NARROWLEAVED HAWK'S BEARD (CREPIS TECTORUM),HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
2847,VOLUNTEER FLAX (LINUM SPP),FLAX,VOLUNTEER FLAX,LINUM SPP.,
2848,MOUNTAIN-FLY HONE,HONEYSUCKLE,MOUNTAINFLY HONEYSUCKLE,LONICERA VILLOSA,
2849,JAPANESE KNOTWEED (POLYGONUM CUSPID,KNOTWEED,JAPANESE KNOTWEED,REYNOUTRIA JAPONICA,
2850,DODDER CUSCUTA SPP.,DODDER,DODDER,CUSCUTA SPP.,
2851,"KNOTWEED, BOHEMIAN (FALLOPIA BOHEMICA)",KNOTWEED,BOHEMIAN KNOTWEED,FALLOPIA BOHEMICA,
2852,"KNOTWEED, GIANT (FALLOPIA SACHALINENIS)",KNOTWEED,GIANT KNOTWEED,REYNEUTRIA SACALINENSIS (FALLOPIA SACHALINENSIS),
2853,"KNOTWEED, JAPANESE (FALLOPIA JAPONICA)",KNOTWEED,JAPANESE KNOTWEED,REYNOUTRIA JAPONICA,
2854,COMMON MILKWEED (15-60 CM),MILKWEED,COMMON MILKWEED,ASCLEPIAS SYRIACA,
2855,ORTIE ROYALE,HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSI TETRAHIT,
2856,VOLUNTEER BARELY,BARLEY,VOLUNTEER BARLEY,HORDEUM SPP.,
2857,VOLUNTEER CANOLA (NON GLYPHOSATE-TOLERANT),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2858,WIRE-STEMMED MUHLY (10-20 CM),WIRESTEM MUHLY,WIRESTEM MUHLY,MUHLENBERGIA FRONDOSA,
2859,YELLOW NUTSEDGE (5-15 CM),NUTSEDGE,YELLOW NUTSEDGE,CYPERUS ESCULENTUS,
2860,"ADZUKI BEANS, VOLUNTEER",ADZUKI BEAN,ADZUKI BEAN,VIGNA ANGULARIS,
2861,"BARELY, VOLUNTEER",BARLEY,VOLUNTEER BARLEY,HORDEUM VULGARE,
2862,"BLUE GRASS, ANNUAL",BLUE GRASS,BLUE GRASS,POA PRATENSIS,
2863,BUCKWHEAT (TARTARY),BUCKWHEAT,TARTARY BUCKWHEAT,FAGOPYRUM TATARICUM,
2864,"CANOLA, VOLUNTEER (NON GLYPHOSATE-TOLERANT)",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
2865,"CATCHFLY, NIGHT FLOWERING",NIGHT FLOWERING CATCHFLY,NIGHT FLOWERING CATCHFLY,SILENE NOCTIFLORA,
2866,"CUCUMBER, BUR",BUR CUCUMBER,BUR CUCUMBER,SICYOS ANGULATUS,
2867,DANDELION (UP TO AND INCLUDING BLOOM),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
2868,"DARNEL, PERSIAN",DARNEL,PERSIAN DARNEL,LOLIUM PERSICUM,1
2869,"FOXTAIL, BARLEY",FOXTAIL BARLEY,FOXTAIL BARLEY,HORDEUM JUBATUM,1
2870,"HAWKS BEARD, NARROW LEAVED",HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
2871,"MILKWEED, COMMON (15-60 CM)",MILKWEED,COMMON MILKWEED,ASCLEPIAS SYRIACA,
2872,"MILLET, WILD PROSO",PROSO MILLET,WILD PROSO MILLET,PANICUM MILIACEUM,
2873,"MUHLY, WIRE-STEMMED (10-20 CM)",WIRESTEM MUHLY,WIRESTEM MUHLY,MUHLENBERGIA FRONDOSA,
2874,MUSTARD (HARES EAR),HARE'S EAR MUSTARD,HARE'S EAR MUSTARD,CONRINGIA ORIENTALIS,
2875,MUSTARD (INDIAN),INDIAN MUSTARD,INDIAN MUSTARD,BRASSICA JUNCEA,
2876,MUSTARD (TUMBLE),TUMBLE MUSTARD,TUMBLE MUSTARD,SISYMBRIUM ALTISSIMUM,
2877,"NUTSEDGE, YELLOW (5-15 CM)",NUTSEDGE,YELLOW NUTSEDGE,CYPERUS ESCULENTUS,
2878,"OATS, WILD",OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
2879,"PANICUM, FALL",FALL PANICUM,FALL PANICUM,PANICUM DICHTOMIFLORUM,
2880,RAGWEED (FALSE),RAGWEED,FALSE RAGWEED,AMBROSIA ACANTHICARPA,
2881,"SOW THISTLE, ANNUAL",SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
2882,"SOW-THISTLE, PERENNIAL (ROSETTE TO 50 CM)",SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
2883,"THISTLE, CANADA",THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
2884,"THISTLE, CANADA (ROSETTE TO 50 CM)",THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
2885,"TOMATO, WILD",WILD TOMATO,WILD TOMATO,SOLANUM PIMPINELLIFOLIUM,
2886,"VETCH, NARROW-LEAVED",VETCH,NARROW LEAF VETCH,VICIA SATIVA,
2887,CANADA FLEABANE (INCLUDES GLYPHOSATE RESISTANT BIOTYPES),FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
2888,GIANT RAGWEED (INCLUDES GLYPHOSATE RESISTANT BIOTYPES),RAGWEED,GIANT RAGWEED,AMBROSIA TRIFIDA,"9,2+9"
2889,ACTIVELY GROWING WEEDS,WEEDS,WEEDS,,
2890,BLUEBUR IN BUD (UP TO 4 LEAF STAGE),BLUEBUR,BLUEBUR,LAPPULA SQUARROSA,
2891,BURDOCK (BEFORE THE 4 LEAF STAGE),BURDOCK,BURDOCK,ARCTIUM LAPPA,
